token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP083	0	0	0	eh	eh	_	_	_	_	_	linguistic	_	none	_	Begin=0.7	_	_	_	_
0-1	PKP083	0	0	1	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PKP083	0	0	2	buonissimo	buonissimo	_	_	_	_	_	linguistic	_	none	_	End=1.45	_	_	_	_
1-0	PKP083	1	1	0	è	è	_	_	_	_	_	linguistic	_	none	_	Begin=3.502	_	_	_	_
1-1	PKP083	1	1	1	molto	molto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PKP083	1	1	2	buono	buono	_	_	_	_	_	linguistic	_	none	_	End=4.115	_	_	_	_
2-0	PKP083	2	2	0	questo	questo	_	_	_	_	_	linguistic	_	none	_	Begin=4.26	_	_	_	_
2-1	PKP083	2	2	1	qua	qua	_	_	_	_	_	linguistic	_	none	_	End=4.804	_	_	_	_
3-0	PKP083	3	3	0	me	me	_	_	_	_	_	linguistic	_	none	_	Begin=4.913	_	_	_	_
3-1	PKP083	3	3	1	l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
3-2	PKP083	3	3	2	ha	ha	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PKP083	3	3	3	fatto:	fatto	_	_	_	_	_	linguistic	_	none	_	_	4x1	_	_	_
3-4	PKP083	3	3	4	m:h	mh	_	_	_	_	_	linguistic	_	none	_	End=5.913	0x1	_	_	_
4-0	PKP083	4	4	0	assaggiare	assaggiare	_	_	_	_	_	linguistic	_	none	_	Begin=6.057	_	_	_	_
4-1	PKP083	4	4	1	zio	zio	_	_	_	_	_	linguistic	_	none	_	End=6.891	_	_	_	_
5-0	PKP084	5	5	0	ah	ah	_	_	_	_	_	linguistic	_	none	_	Begin=7.061	_	_	_	_
5-1	PKP084	5	5	1	sì?	sì	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=7.613	_	_	_	_
6-0	PKP083	6	6	0	perché	perché	_	_	_	_	_	linguistic	_	none	_	Begin=8.099	_	_	_	_
6-1	PKP083	6	6	1	gliel'	gliel'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
6-2	PKP083	6	6	2	ha	ha	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	PKP083	6	6	3	dato	dato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PKP083	6	6	4	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	PKP083	6	6	5	cliente	cliente	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-6	PKP083	6	6	6	gratis	gratis	_	_	_	_	_	linguistic	_	none	_	End=9.437	_	_	_	_
7-0	PKP084	7	7	0	°(questo	questo	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=9.457	_	_	0-6(0)	_
7-1	PKP084	7	7	1	è)	è	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	0-1(0)	_
7-2	PKP084	7	7	2	buonissimo°	buonissimo	_	_	_	_	_	linguistic	_	none	Volume=low	End=10.209	_	_	_	_
8-0	PKP083	8	8	0	penso	penso	_	_	_	_	_	linguistic	_	none	_	Begin=10.431	_	_	_	_
8-1	PKP083	8	8	1	s[ia	sia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	1-3(0)
8-2	PKP083	8	8	2	gratis]	gratis	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(0)
8-3	PKP083	8	8	3	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-4	PKP083	8	8	4	realtà	realtà	_	_	_	_	_	linguistic	_	none	_	End=11.514	_	_	_	_
9-0	PKP085	9	9	0	[molto	molto	_	_	_	_	_	linguistic	_	none	_	Begin=10.732	_	_	_	0-5(0)
9-1	PKP085	9	9	1	buono]	buono	_	_	_	_	_	linguistic	_	none	_	End=11.202	_	_	_	0-5(0)
10-0	PKP083	10	10	0	però	però	_	_	_	_	_	linguistic	_	none	_	Begin=12.213	_	_	_	_
10-1	PKP083	10	10	1	buonissimo	buonissimo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-2	PKP083	10	10	2	sì	sì	_	_	_	_	_	linguistic	_	none	_	End=12.891	_	_	_	_
11-0	PKP084	11	11	0	°signore	signore	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=13.95	_	_	_	_
11-1	PKP084	11	11	1	benedici	benedici	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	_
11-2	PKP084	11	11	2	[il	il	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-2(1)
11-3	PKP084	11	11	3	nostro	nostro	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-6(1)
11-4	PKP084	11	11	4	cibo	cibo	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-4(1)
11-5	PKP084	11	11	5	e	e	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-1(1)
11-6	PKP084	11	11	6	danne	danne	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-5(1)
11-7	PKP084	11	11	7	anche	anche	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-5(1)
11-8	PKP084	11	11	8	a	a	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-1(1)
11-9	PKP084	11	11	9	chi	chi	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-3(1)
11-10	PKP084	11	11	10	non	non	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-3(1)
11-11	PKP084	11	11	11	ne	ne	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-2(1)
11-12	PKP084	11	11	12	ha]°	ha	_	_	_	_	_	linguistic	_	none	Volume=low	End=16.085	_	_	_	0-2(1)
12-0	PKP083	12	12	0	°[il	il	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=14.636	_	_	_	0-2(1)
12-1	PKP083	12	12	1	nostro	nostro	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-6(1)
12-2	PKP083	12	12	2	cibo	cibo	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-4(1)
12-3	PKP083	12	12	3	e	e	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-1(1)
12-4	PKP083	12	12	4	danne	danne	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-5(1)
12-5	PKP083	12	12	5	anche	anche	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-5(1)
12-6	PKP083	12	12	6	a	a	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-1(1)
12-7	PKP083	12	12	7	chi	chi	_	_	_	_	_	linguistic	_	none	Volume=low	_	_	_	_	0-3(1)
